,url,city_id,name_hotel,score,coordinates,text_description
0,https://www.booking.com/hotel/fr/express-by-holiday-inn.fr.html,297534793,"Holiday Inn Express Amiens, an IHG Hotel","7,9","2.27981597007699,49.8737107813327,2.33569175182395,49.9096416144789","['Rénové en avril 2015, le Holiday Inn Express Amiens comprend des chambres confortables avec une connexion Wi-Fi gratuite. Vous séjournerez dans le centre d’Amiens, à seulement 50 mètres de la gare et à 10 minutes à pied de la cathédrale.', 'Desservis par un ascenseur, tous les hébergements incluent la climatisation, un coffre-fort, une machine à expresso et une télévision haute définition par satellite à écran plat.', 'Chaque matin, le Holiday Inn Express Amiens sert gratuitement un petit-déjeuner buffet. Vous trouverez de nombreux restaurants dans les environs.', 'Cet établissement non-fumeurs propose un bar, une salle de sport ainsi que des services de repassage et de blanchisserie. Situé dans les environs, un parking public souterrain est accessible aux voitures d’une hauteur maximale de 1,80 mètre. ']"
1,https://www.booking.com/hotel/fr/cmg-new-apartement-montmartre-4p-2br-2.fr.html,297417241,CMG - New Apartement Montmartre 4P 2BR - 2,,"2.31625185210765,48.8617907834269,2.37098854789235,48.8977216165731","[""Le CMG - New Apartement Montmartre 4P 2BR - 2 propose un hébergement avec connexion Wi-Fi gratuite à Paris, à 700 mètres de la station de métro Pigalle, à 500 mètres de la salle de concert La Cigale et à moins de 1 km de la station de métro Gare du Nord. Il se trouve à 1,5 km de la gare de l'Est et à 2,2 km de la gare Saint-Lazare."", 'Cet appartement comprend 2 chambres, une cuisine avec micro-ondes, une télévision à écran plat, un coin salon et une salle de bains avec douche. Les serviettes et le linge de lit sont fournis.', ""Vous séjournerez à proximité de la gare du Nord, de la station de métro Gare de l'Est et de l'opéra Garnier. L'aéroport de Paris-Le Bourget, le plus proche, est implanté à 18 km. ""]"
2,https://www.booking.com/hotel/fr/residhotel-lille-vauban.fr.html,297472400,Residhotel Lille Vauban,"7,7","3.01831070505302,50.6142418000715,3.07506199754556,50.6501726332177","['Le Residhotel Lille Vauban est idéalement installé dans le quartier résidentiel de Vauban, à seulement 20 minutes de marche de la vieille ville de Lille. Il propose des hébergements avec une connexion Wi-Fi gratuite.', ""Les studios comprennent une télévision à écran plat, un bureau et une kitchenette avec une machine à café Nespresso. Les appartements possèdent une cuisine avec une machine à café Nespresso, un coin repas et une pièce à vivre. Chaque logement dispose d'une salle de bains privative."", 'Moyennant un supplément, vous pourrez déguster un petit-déjeuner buffet.', ""Enfin, depuis l'appart'hôtel Residhotel Lille Vauban, vous rejoindrez les 45 hectares du bois de Boulogne en seulement 10 minutes à pied, tandis que la Grand'Place et le centre de conventions Nouveau Siècle sont accessibles à 20 minutes de marche. ""]"
3,https://www.booking.com/hotel/fr/arc-en-ciel-hexagone.fr.html,297504747,Hotel Arc-En-Ciel Colmar Contact Hotel,"8,0","7.33374282489442,48.0694885745119,7.38763109077788,48.1054194076581","[""L'Hotel Arc-En-Ciel Colmar Contact Hotel vous accueille dans un cadre verdoyant, à seulement 1 km du centre-ville de Colmar, de ses sites historiques et attractions."", ""Toutes les chambres standard disposent d'une salle de bains privative moderne, d'une télévision ainsi que d'une connexion Wi-Fi gratuite par fibre optique. Des chambres communicantes sont également disponibles."", 'Cet établissement constitue un pied-à-terre de choix pour explorer la Route des Vins, les villages pittoresques des environs et les parcs de loisirs. Vous pourrez également découvrir la gastronomie régionale et les vins locaux.', ""L'hôtel propose également un parking privé gratuit, un hangar à vélos, une terrasse extérieure et une véranda où vous pourrez prendre votre petit-déjeuner ou profiter d'un moment de calme. ""]"
4,https://www.booking.com/hotel/fr/hotellitterairegustaveflaubert.fr.html,297518815,Best Western Plus Hotel Litteraire Gustave Flaubert,"8,5","1.0589216728517,49.4250988141913,1.11428453728472,49.4610296473375","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Best Western Plus Hotel Litteraire Gustave Flaubert\xa0! "", ' pour économiser.', 'Situé dans le centre historique de Rouen, à 3 km du Kindarena, le Best Western Plus Hotel Litteraire Gustave Flaubert propose des hébergements à la décoration inspirée par l’œuvre littéraire de Gustave Flaubert. Une connexion Wi-Fi gratuite est accessible dans l’ensemble de l’établissement.', ""Les chambres élégantes disposent d’une télévision par satellite à écran plat. Chacune est également pourvue d’une salle de bains privative. Certaines possèdent une station d'accueil pour iPod."", 'Chaque matin, le petit-déjeuner vous sera servi dans la salle dédiée ou dans le confort de votre chambre. Après une journée bien remplie, vous pourrez vous détendre en savourant un verre dans le salon à cocktails de l’hôtel. Par ailleurs, vous trouverez de nombreux restaurants français et internationaux dans les environs.', 'Vous séjournerez à seulement 10 minutes de marche de la cathédrale Notre-Dame de Rouen et à 800 mètres du musée des Beaux-Arts. Un parking privé est accessible sur réservation et moyennant des frais supplémentaires. Des places de stationnement publiques sont également disponibles autour du BEST WESTERN Hôtel Littéraire Gustave Flaubert. ']"
5,https://www.booking.com/hotel/fr/le-vieux-pressoir-dieffenthal.fr.html,120791766,Le Vieux Pressoir,"8,9","7.39144262715217,48.2918080460518,7.44556525340796,48.327738879198","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le Vieux Pressoir\xa0! "", ' pour économiser.', 'Situé à Dieffenthal, sur la route des vins, Le Vieux Pressoir est un hébergement indépendant installé sur un domaine viticole. Il se trouve à 10 km de la gare et à 15 km du château du Haut-Kœnigsbourg.', ""Occupant une ancienne ferme, l'appartement comprend un salon avec télévision à écran plat et un mobilier de jardin dans la cour. La kitchenette entièrement équipée est dotée d'un four micro-ondes, de plaques de cuisson et d'un réfrigérateur. La salle de bains privative est pourvue d'une douche, d'un sèche-cheveux et de serviettes de toilette."", ""L'aéroport de Bâle-Mulhouse est à 79 km. Sur réservation préalable, un parking gratuit est disponible sur place. ""]"
6,https://www.booking.com/hotel/fr/classicbastille.fr.html,297417241,Classics Hotel Bastille,"7,7","2.35922915307873,48.8370703340757,2.41393881471759,48.8730011672219","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Classics Hotel Bastille\xa0! "", ' pour économiser.', 'Le Classics Hotel Bastille propose un parking sur place, une connexion Wi-Fi gratuite et un petit jardin intérieur. La station de métro Charonne se trouve à seulement 150 mètres.', ""Les chambres de la Classics Hotel Bastille sont équipées d'un plateau/bouilloire et d'une télévision par satellite à écran plat. Elles comprennent une salle de bains privative, un coffre-fort et un bureau."", 'Un copieux petit-déjeuner buffet vous sera servi tous les matins et vous pourrez le prendre sur la terrasse par beau temps.', 'Le Classics Hotel Bastille se trouve à 850 mètres du célèbre cimetière du Père Lachaise, où vous pourrez vous recueillir sur la tombe de Jim Morrison ou d’Édith Piaf. La place de la Bastille est située à 1,4 km. ']"
7,https://www.booking.com/hotel/fr/la-villa-ca-ta-c-mer.fr.html,297756747,La Villa Côté Mer,"8,6","-2.03673667780952,48.5959832841036,-1.98228874454169,48.6319141172498","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement La Villa Côté Mer\xa0! "", ' pour économiser.', ""L'établissement La Villa Côté Mer est situé le long de la Rance, à moins de 5 km de Saint-Malo et de Dinard. Cette maison d'hôtes propose des massages et un service de location de vélos, moyennant des frais supplémentaires."", ""Les chambres sont décorées dans un style traditionnel. La plupart offrent une vue sur la Rance, certaines disposent d'une salle de bains privative et d'autres possèdent une télévision à écran plat."", ""Après avoir apprécié le petit-déjeuner continental, vous pourrez vous détendre dans le salon commun et admirer la vue. Sur place, vous pourrez profiter gratuitement d'un parking privé et d'une connexion Wi-Fi dans les parties communes. ""]"
8,https://www.booking.com/hotel/fr/notre-maison-a-eguisheim.fr.html,297869324,notre maison à Eguisheim,"8,8","7.27924085986661,48.0236335834269,7.33308114013339,48.0595644165731","[""Offrant une vue sur la ville, l'établissement notre maison à Eguisheim est situé à Eguisheim, à 6,2 km de la gare de Colmar et à 7,7 km de la Maison des Têtes. Cette maison de vacances propose gratuitement un parking privé, une connexion Wi-Fi et une réception ouverte 24h/24."", ""Cette maison de vacances comprend 3 chambres, 2 salles de bains, du linge de lit, des serviettes, une télévision par satellite à écran plat, un coin repas, une cuisine entièrement équipée et une terrasse avec vue sur le jardin. Pour plus de commodité, l'établissement peut fournir des serviettes et du linge de lit moyennant des frais supplémentaires."", ""Lors de votre séjour, vous pourrez profiter d'un jardin avec barbecue et faire du ski dans les environs."", ""Vous séjournerez à 8,2 km de la collégiale Saint-Martin et à 11 km du parc des expositions Colmar Expo. L'aéroport de Colmar-Houssen, le plus proche, est implanté à 11 km. ""]"
9,https://www.booking.com/hotel/fr/paola.fr.html,297508568,"Appartements Paola, Pamela, Patricia et Pascale","7,3","7.71436374026285,48.5656544399392,7.76877899331106,48.6015852730854","[""Situés au cœur de Strasbourg, les Appartements Paola et Pamela vous proposent un hébergement moderne comportant une connexion Wi-Fi gratuite ainsi qu'une entrée privée. Les appartements se trouvent au niveau de la place du Vieux Marché aux Vins et la cathédrale de Strasbourg n'est qu'à 700 mètres de là."", ""Situés sur l'un des quatre étages que comptent les bâtiments, les appartements disposent d'un salon avec canapé et télévision à écran plat. Accessibles par un escalier, les chambres sont peintes dans des couleurs vives. La salle de bains est équipée d'une douche, tandis que la cuisine est dotée d'un four micro-ondes et d'un four."", ""Vous pourrez visiter le musée d'Art moderne à tout juste 500 mètres et le quartier de la Petite France à 300 mètres. La gare ferroviaire de Strasbourg se situe à 500 mètres et l'arrêt de tramway le plus proche n'est qu'à 100 mètres."", 'Un parking public à un tarif réduit est disponible à seulement 300 mètres. ']"
