,url,city_id,name_hotel,score,coordinates,text_description
10,https://www.booking.com/hotel/fr/la-cerisaie-breitenbach.fr.html,120791766,Maison d'hôtes La Cerisaie,"9,0","7.2704432988181,48.3511550894195,7.32462896974848,48.3870859225657","[""La Maison d'hôtes La Cerisaie propose des chambres d'hôtes à la campagne, à 15 km de la route des vins d'Alsace. Les propriétaires préparent des viennoiseries et du miel faits maison pour le petit-déjeuner. Le jardin sur place est agrémenté de cerisiers, et une connexion Wi-Fi gratuite est disponible dans l’ensemble des locaux."", 'Présentant une décoration traditionnelle, les chambres bénéficient d’une terrasse ou d’un balcon privés donnant sur le jardin de 3 000 m². Elles comprennent une télévision, un réfrigérateur ainsi qu’une salle de bains privative avec un sèche-cheveux. Certaines chambres doubles sont équipées d’une baignoire spa.', 'Chaque matin, l’établissement sert un petit-déjeuner continental que vous pourrez déguster sur la terrasse les jours de beau temps. Des spécialités alsaciennes sont également disponibles sur demande.', ""Dotée d’un parking privé gratuit sur place, la Maison d'hôtes La Cerisaie se trouve à 33 km de Ribeauvillé et à 58 km de Strasbourg, avec son marché de Noël. Des sentiers de randonnée ou de vélo entourent l’établissement. Vous séjournerez à 20 km du mont Sainte-Odile et à 40 km de Colmar. ""]"
11,https://www.booking.com/hotel/fr/la-legende-des-2-pierres.fr.html,297869324,La Légende des 2 Pierres,"9,0","7.2775685186876,48.0250331135472,7.33141026173841,48.0609639466934","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement La Légende des 2 Pierres\xa0! "", ' pour économiser.', ""Situé dans le pittoresque village d'Eguisheim, l'appartement indépendant La Légende des 2 Pierres offre une vue sur la montagne. Un local à skis est à votre disposition."", ""Ce logement climatisé est doté d'un coin salon avec une télévision à écran plat, d'un lave-linge et d'une salle de bains munie d'une douche. La kitchenette est équipée d'un four, d'un four micro-ondes et d'un réfrigérateur."", 'Une connexion Wi-Fi est accessible gratuitement. Des épiceries et des restaurants vous attendent à quelques pas. Dans les environs, vous pourrez pratiquer la randonnée à pied et à vélo. Colmar se trouve à seulement 15 minutes en voiture. ']"
12,https://www.booking.com/hotel/fr/blue-lagoon-modern-room.fr.html,298516920,Les Quais d'Annecy,"8,4","6.093224562169,45.8831559745442,6.14495208816276,45.9190868076904","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Les Quais d'Annecy\xa0! "", ' pour économiser.', ""Situé à Annecy, à 35 km de Rochexpo et à 36 km du lac du Bourget, l'établissement Les Quais d'Annecy offre une vue sur la ville et dispose d'une connexion Wi-Fi gratuite."", ""Revêtus de parquet, les logements comprennent un coin repas, une télévision par satellite à écran plat ainsi qu'une salle de bains privative pourvue d'une douche et d'un sèche-cheveux. Pour plus de commodité, l'établissement peut fournir des serviettes et du linge de lit moyennant des frais supplémentaires."", 'La région est prisée pour pratiquer la randonnée. Un service de location de voitures est assuré sur place.', ""Vous séjournerez à 41 km du stade de Genève et à 44 km du jet d'eau. L'aéroport le plus proche, celui d'Annecy-Haute-Savoie - Mont-Blanc, est situé à 7 km. Un service de navette aéroport peut être assuré moyennant des frais supplémentaires. ""]"
13,https://www.booking.com/hotel/fr/sweet-loft-grenoble.fr.html,297639071,"Sweet Loft Grenoble, Bed & Spa","8,1","5.7067242104634,45.1688074834269,5.7577985895366,45.2047383165731","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Sweet Loft Grenoble, Bed & Spa\xa0! "", ' pour économiser.', ""Doté d'une terrasse avec vue sur la ville, d'un bar et d'un centre de spa et de bien-être, le Sweet Loft Grenoble, Bed & Spa se trouve à Grenoble, à proximité de la gare de Grenoble et à 2 km du WTC Grenoble. Il propose une piscine privée et une connexion Wi-Fi gratuite."", ""Cet appartement comprend une chambre, une télévision à écran plat, un coin salon et une salle de bains pourvue d'un jacuzzi. Sa kitchenette est équipée d'un micro-ondes et d'un réfrigérateur. Les serviettes et le linge de lit sont fournis."", ""Pendant votre séjour, vous pourrez profiter d'installations de spa et de bien-être comprenant un sauna et un bain à remous."", ""Le Sweet Loft Grenoble, Bed & Spa se trouve à 4,7 km d'AlpExpo et à 700 mètres du stade des Alpes. L'aéroport le plus proche, celui des Alpes-Isère, est situé à 47 km. ""]"
14,https://www.booking.com/hotel/fr/gite-le-petit-malsbach-eguisheim.fr.html,297869324,Gite Le Petit Malsbach Eguisheim,"9,3","7.2857846232728,48.0242751273539,7.3396255740652,48.0602059605001","[""Le Gite Le Petit Malsbach Eguisheim est situé à Eguisheim, à 7 km de la Maison des Têtes, à 7,5 km de la collégiale Saint-Martin et à 10 km du parc des expositions Colmar Expo. Cet hébergement climatisé se trouve à 5,3 km de la gare de Colmar. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking privé sur place."", 'Cet appartement comprend une chambre, une salle de bains, du linge de lit, des serviettes, une télévision par satellite à écran plat, un coin repas, une cuisine entièrement équipée et une terrasse avec vue sur la montagne.', ""Le château du Haut Koenigsbourg se trouve à 34 km, tandis que le parc des expositions de Mulhouse est à 38 km. L'aéroport de Colmar-Houssen, le plus proche, est implanté à 11 km. ""]"
15,https://www.booking.com/hotel/fr/luxapparts.fr.html,297668227,Appart'Hôtel Luxapparts,"8,7","6.00900313398018,47.2193741418916,6.06202092844648,47.2553049750378","[""Implanté dans le centre de Besançon, le Appart'Hôtel Luxapparts propose un appartement moderne et indépendant bénéficiant d'une terrasse donnant sur la rivière. Pourvu d'une connexion Wi-Fi gratuite, ce logement de 2 chambres se trouve à 400 mètres de la gare de Besançon-Mouillère."", ""Offrant une vue sur la ville, l'appartement comprend une pièce à vivre avec une télévision par satellite à écran plat et une salle de bains munie d'une baignoire. Sa cuisine est équipée d'un four, d'un lave-vaisselle et d'un four micro-ondes."", ""Des épiceries et des restaurants sont installés à moins de 10 minutes de marche, tandis qu'un parking privé et sécurisé est disponible gratuitement sur place, sur réservation. La citadelle de Besançon se situe à 15 minutes de route et la cathédrale de la ville est accessible à 1 km. ""]"
16,https://www.booking.com/hotel/fr/vieux-lyon-cour-renaissance.fr.html,297681191,Vieux Lyon Cour Renaissance,"8,6","4.80255607629474,45.7465436990693,4.85415678357426,45.7824745322155","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Vieux Lyon Cour Renaissance\xa0! "", ' pour économiser.', ""Le Vieux Lyon Cour Renaissance vous accueille dans un bâtiment du XVe siècle au cœur du quartier Saint-Jean de Lyon. Ce studio dispose d'une connexion Wi-Fi gratuite, d'une télévision par câble à écran plat et d'un lecteur DVD."", ""Le studio est aussi doté de poutres apparentes, de mobilier moderne et ancien, d'un canapé-lit, d'une mezzanine et d'une salle de bains privative."", ""Cet appartement comprend une cuisine entièrement équipée de fours traditionnel et micro-ondes ainsi que d'un lave-vaisselle. Il possède aussi un coin-repas et se trouve à proximité de nombreux bars et restaurants."", 'Le Vieux Lyon Cour Renaissance est situé à respectivement 130 et 600 mètres du musée Gadagne et de la station de métro Vieux Lyon. Il est à 1 km de la place Bellecour et à 3 km de la gare de Lyon Part-Dieu. ']"
17,https://www.booking.com/hotel/fr/charme-et-modernite-au-coeur-de-lyon.fr.html,297681191,Charme et Modernité au Cœur de Lyon,"8,8","4.80475724424235,45.7325911358355,4.85634505067953,45.7685219689817","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Charme et Modernité au Cœur de Lyon\xa0! "", ' pour économiser.', 'Situé dans le centre de Lyon, à seulement 600 mètres de la gare de Lyon Perrache et à 1,7 km du musée Miniature et Cinéma, le Charme et Modernité au Cœur de Lyon propose un hébergement avec vue sur la ville et connexion Wi-Fi gratuite. Occupant un bâtiment datant du XIXe siècle, cet appartement se trouve à 3,3 km du musée des Confluences et à 3,7 km de la basilique Notre-Dame de Fourvière.', 'Cet appartement comprend 2 chambres, une cuisine avec lave-vaisselle, une télévision à écran plat, un coin salon et une salle de bains avec douche. Les serviettes et le linge de lit sont fournis.', ""Vous séjournerez à 2,9 km du musée des beaux-arts de Lyon et à 1,8 km du théâtre romain de Fourvière. L'aéroport de Lyon-Bron, le plus proche, est à 11 km. ""]"
18,https://www.booking.com/hotel/fr/carlton-lyon.fr.html,297681191,Hotel Carlton Lyon - MGallery Hotel Collection,"8,5","4.81092686748859,45.7430221151018,4.86252431773785,45.778952948248","['Occupant un bâtiment datant de 1894, l’Hotel Carlton Lyon - MGallery Hotel Collection vous accueille sur la Presqu’île de Lyon, à 5 minutes à pied de la station de métro Cordeliers. Vous bénéficierez d’une connexion Wi-Fi gratuite dans l’ensemble des locaux.', 'Toutes les chambres de l’établissement sont insonorisées et dotées de la climatisation. Chaque logement comprend une télévision par câble et satellite ainsi qu’un plateau/bouilloire. Leur salle de bains privative est pourvue de peignoirs, d’un sèche-cheveux, de chaussons et d’articles de toilette gratuits.', 'Tous les matins, un petit-déjeuner buffet incluant des produits locaux est servi dans la salle à manger. Vous pourrez déguster une variété de champagnes et de cocktails signature au bar de l’hôtel.', 'L’hôtel propose une réception ouverte 24h/24, des salles de réunion ainsi qu’un service de réservation de visites et d’excursions. Des journaux gratuits et une bagagerie sont également disponibles.', 'L’Hotel Carlton Lyon - MGallery Hotel Collection se trouve à 500 mètres de la place Bellecour et à 1 km de la place des Terreaux. L’aéroport de Lyon-Saint-Exupéry est accessible en 33 minutes en voiture. ']"
19,https://www.booking.com/hotel/fr/de-verdun-lyon.fr.html,297681191,"Hotel De Verdun 1882, BW Signature Collection","9,1","4.80397314586789,45.7316222228798,4.85556005678027,45.767553056026","[""L'Hotel De Verdun 1882, BW Signature Collection est situé dans le centre de Lyon, sur la presqu'île, à 450 mètres de la gare TGV de Lyon-Perrache. Cet établissement propose des chambres avec une salle de bains privative, une télévision par satellite et une connexion Wi-Fi haut débit."", ""Situé dans une ancienne demeure de caractère privée datant de 1882, l'Hotel De Verdun 1882, BW Signature Collection propose un petit-déjeuner buffet quotidien."", ""L'Hôtel De Verdun 1882 dispose d'une réception ouverte 24h/24 et d'un gardien."", 'Vous rejoindrez facilement les nombreux magasins et restaurants de la ville. Vous séjournerez à 10 minutes à pied de la place Bellecour et à 1,5 km du Vieux Lyon. ']"
20,https://www.booking.com/hotel/fr/radisson-blu-hotel-lyon.fr.html,297681191,"Radisson Blu Hotel, Lyon","8,0","4.82935360816161,45.7430983685438,4.88095112892946,45.77902920169","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Radisson Blu Hotel, Lyon\xa0! "", ' pour économiser.', ""Situé à 300 mètres de la gare Part-Dieu, l'établissement Radisson Blu Hotel, Lyon est doté d'un restaurant-bar offrant une vue panoramique sur Lyon depuis le 32ème étage de l'emblématique tour Part-Dieu. Il propose une salle de sport et une connexion Wi-Fi gratuite dans l'ensemble de ses locaux. Un parking privé est disponible sur place moyennant des frais supplémentaires."", ""Toutes les chambres sont climatisées et offrent une vue panoramique sur Lyon. Elles disposent d'un coin salon avec télévision à écran plat, d'une salle de bains privative et d'un coffre-fort pour ordinateur portable."", 'Un petit-déjeuner buffet est servi chaque matin au Celest Bar & Restaurant. Vous pourrez savourer une cuisine internationale et créative pour le déjeuner ou le dîner. Vous pourrez également accéder à la boutique du restaurant tout au long de la journée.', ""Le centre commercial Part-Dieu est à 100 mètres et la station de métro à 200 mètres. Les autoroutes A6, A7, A42 et A43 sont accessibles en 20 minutes de route depuis l'hôtel. L'aéroport de Lyon-Saint-Exupéry, le plus proche, est à 27 km du Radisson Blu Hotel Lyon. ""]"
21,https://www.booking.com/hotel/fr/park-suites-elegance-lyon-gerland.fr.html,297681191,Appart’City Confort Lyon Gerland,"6,9","4.81195138715789,45.7199874033848,4.86352754808381,45.755918236531","[""L'Appart’City Confort Lyon Gerland est situé en face de la station de métro Place Jean Jaurès à Lyon, à 1,5 km du stade Matmut et du parc de Gerland. Il propose des hébergements indépendants avec une connexion Wi-Fi gratuite."", ""Tous les studios et appartements de l'Appart'City Confort Lyon Gerland comprennent une télévision par satellite à écran plat, ainsi qu'une kitchenette avec un micro-ondes et un réfrigérateur. Leur salle de bains privative est pourvue d'une baignoire. Le linge de lit et les serviettes sont fournis."", ""Chaque matin, vous pourrez déguster un petit-déjeuner composé de différents pains, notamment du pain sans gluten, de beurre, de croissants, de salade de fruits, de fruits frais, de fromages, de yaourts bios et d'une grande variété de thés bios. De plus, vous apprécierez de vous détendre dans le salon commun et au bar."", ""L’Appart’City Confort Lyon Gerland se trouve à 20 minutes à pied de la salle de concert Halle Tony-Garnier et à 10 minutes en métro de la gare de Lyon-Part-Dieu. Enfin, vous bénéficierez d'un parking privé sur place moyennant des frais supplémentaires. ""]"
22,https://www.booking.com/hotel/fr/une-nuit-au-chateau.fr.html,297681191,Une Nuit Au Château,"8,8","4.76048396319561,45.7395244453636,4.81207817913219,45.7754552785098","[""Situé à Lyon, l'établissement Une Nuit Au Château vous propose une connexion Wi-Fi gratuite dans l'ensemble des locaux."", ""Certains logements possèdent une salle de bains privative avec une baignoire spa, tandis que d'autres comprennent des peignoirs et des articles de toilette gratuits. Plusieurs chambres comportent un coin salon, idéal pour se détendre après une journée bien remplie."", 'Le petit-déjeuner vous sera servi tous les matins entre 8h30 et 10h00.', ""L'Une Nuit Au Château se trouve à 2,8 km de la basilique Notre-Dame de Fourvière, à moins de 4 km du musée des beaux-arts de Lyon et à 23 km de l'aéroport de Lyon-Saint-Exupéry, le plus proche. ""]"
23,https://www.booking.com/hotel/fr/hotelo-lyon.fr.html,297681191,Hotelo Lyon Charité,"8,4","4.80377077336439,45.7313316509932,4.85535741572253,45.7672624841394","[""Situé dans le centre historique de Lyon, dans un bâtiment datant du XIXe siècle à côté de la place Carnot, l'Hotelo Lyon Charité propose des hébergements avec une connexion Wi-Fi gratuite et une réception ouverte 24h/24."", ""Toutes les chambres disposent de la climatisation, d'un bureau, d'une télévision par satellite à écran plat avec Canal+, ainsi que d'une salle de bains privative."", 'Vous pourrez déguster un petit-déjeuner buffet qui comporte des viennoiseries, du pain, des yaourts, des jus de fruits et des boissons chaudes. De nombreux restaurants sont accessibles à pied.', 'La gare et la station de métro Perrache sont accessibles en 3 minutes à pied. Vous pourrez rejoindre les autoroutes E15 et A6 en quelques minutes en voiture. ']"
24,https://www.booking.com/hotel/fr/greet-hotel-lyon-confluence.fr.html,297681191,Greet Hotel Lyon Confluence,"8,0","4.80196006655359,45.7304925834269,4.85354593344641,45.7664234165731","[""Doté d'une terrasse, d'un restaurant et d'un bar, le Greet Hotel Lyon Confluence propose des hébergements avec une connexion Wi-Fi gratuite dans le quartier de la Presqu'île de Lyon. Situé à 18 minutes de marche de la place Bellecour, l'hôtel possède également une réception ouverte 24/24, une salle de sport et une bibliothèque."", ""Toutes ses chambres disposent de la climatisation et d'une télévision par satellite à écran plat. Elles comprennent aussi un plateau de courtoisie ainsi qu'une salle de bains privative pourvue d'une douche et d'un sèche-cheveux."", 'Un petit-déjeuner buffet est servi chaque jour.', ""Vous pourrez rejoindre la basilique Notre-Dame de Fourvière et le musée des beaux-arts de Lyon en moins de 11 minutes en voiture. L'hôtel Greet Hotel Lyon Confluence se trouve par ailleurs à 24 minutes de route d'Eurexpo, à 230 mètres de la gare de Lyon-Perrache et à 31 km de l'aéroport de Lyon Saint-Saint-Exupéry. ""]"
25,https://www.booking.com/hotel/fr/residence-lyon-part-dieu.fr.html,297681191,Residhotel Lyon Part Dieu,"7,4","4.83337944454177,45.73764154013,4.88497191959397,45.7735723732762","[""L'établissement Residhotel Lyon Part Dieu se situe au cœur du quartier d'affaires de Lyon, à seulement 700 mètres de la gare de Lyon-Part-Dieu et de l'arrêt de navette qui dessert l'aéroport. Il propose des appartements dotés d'une connexion Wi-Fi gratuite."", ""Les appartements du Residhotel Lyon Part Dieu comprennent une kitchenette, une machine à café de marque Café Richard, un coin salon ainsi qu'une télévision par satellite. Climatisés et insonorisés, tous les hébergements sont desservis par un ascenseur."", ""La résidence sert un petit-déjeuner continental tous les jours. Vous pourrez également profiter d'une réception ouverte 24h/24, ainsi que de services de blanchisserie et de nettoyage à sec, sur demande."", ""Le Residhotel Lyon Part Dieu se trouve à 550 mètres de la rue Garibaldi. La station de métro Garibaldi, accessibles à 750 mètres de l'hôtel, vous permettra de rejoindre le centre-ville de Lyon, situé à 1,6 km. ""]"
26,https://www.booking.com/hotel/fr/mihotel-sala.fr.html,297681191,MiHotel Sala,"7,8","4.80420882439702,45.7375075834269,4.85580117560298,45.7734384165731","[""Idéalement situé dans le 2ème arrondissement Le MiHotel Sala est situé dans le quartier de Lyon, à moins de 1 km du musée Miniature et Cinéma, à 11 minutes à pied de la gare de Lyon Perrache et à 1,6 km du musée des beaux-arts de Lyon. Il se trouve à environ 1,1 km du théâtre romain de Fourvière, à 1,5 km de la basilique Notre-Dame de Fourvière et à 3,6 km de la gare de la Part-Dieu. L'hôtel dispose de chambres familiales."", ""Toutes les chambres sont équipées de la climatisation, d'un réfrigérateur, d'un minibar, d'une bouilloire, d'une douche, de chaussons et d'une armoire. Les chambres comprennent une salle de bains privative, un coffre-fort et une connexion Wi-Fi gratuite. Certaines sont dotées d'un balcon et d'autres offrent une vue sur la ville. Le linge de lit et les serviettes de toilette sont fournis."", 'Le MiHotel Sala sert un petit-déjeuner continental.', ""Vous séjournerez à 4,5 km du musée des Confluences et à 14 km du stade Groupama. Enfin, moyennant des frais supplémentaires, vous bénéficierez d'un service de navette pour l'aéroport de Lyon-Bron, le plus proche, accessible à 12 km du MiHotel Sala. ""]"
27,https://www.booking.com/hotel/fr/mi-digital-appartement-lyon.fr.html,297681191,MiHotel Gailleton,"8,4","4.80430730395055,45.7375897009205,4.85589973107603,45.7735205340667","['Le MiHotel Gailleton vous accueille dans le centre-ville de Lyon, à 1,3 km du musée des Beaux-Arts et à 1,5 km de la basilique Notre-Dame de Fourvière. Il propose des suites à différentes adresses, autour de la place Bellecour. Une connexion Wi-Fi est accessible gratuitement dans les hébergements.', 'Tous les logements disposent d’une télévision à écran plat, d’un micro-ondes et d’une machine à café.', 'Moyennant des frais supplémentaires, vous pourrez profiter d’un petit-déjeuner livré à votre porte. Des jus de fruits sont fournis dans le minibar.', 'L’opéra national de Lyon se trouve à 1,4 km. Enfin, l’aéroport de Lyon Saint-Exupéry, le plus proche, est à 30 km. ']"
